Type1,fileid
Grass,resize_Nuzleaf-22.png
Electric,resize_Electrode-31.jpg
Grass,resize_Skiddo-26.png
Bug,resize_HeracrossMega Heracross-29.png
Grass,resize_Meganium-12.png
Ice,resize_Beartic-30.png
Poison,resize_Skrelp-9.png
Normal,resize_KangaskhanMega Kangaskhan-11.jpg
Normal,resize_Delcatty-23.jpg
Water,resize_Shellos-19.png
Fire,resize_Combusken-14.png
Dragon,resize_RayquazaMega Rayquaza-21.png
Ghost,resize_Dusclops-11.png
Psychic,resize_Mime Jr.-3.png
Water,resize_Oshawott-7.png
Bug,resize_Ledyba-16.jpg
Rock,resize_Terrakion-3.png
Dragon,resize_Shelgon-17.jpg
Normal,resize_Kecleon-24.png
Grass,resize_Sunkern-26.png
Bug,resize_Metapod-11.png
Electric,resize_Pikachu-7.png
Normal,resize_Diggersby-4.png
Water,resize_Cloyster-23.png
Bug,resize_Pineco-13.png
Fighting,resize_Machoke-32.jpg
Electric,resize_Zebstrika-2.png
Ice,resize_Vanillish-16.png
Electric,resize_Electivire-31.jpg
Normal,resize_Happiny-30.jpg
Rock,resize_Larvitar-30.png
Electric,resize_Flaaffy-21.png
Fighting,resize_Machop-4.jpg
Fairy,resize_Swirlix-3.png
Electric,resize_Jolteon-18.png
Normal,resize_Ambipom-33.jpg
Grass,resize_Virizion-28.jpg
Fire,resize_CharizardMega Charizard Y-15.png
Fighting,resize_Machoke-26.jpg
Fairy,resize_Aromatisse-14.jpg
Bug,resize_Paras-20.jpg
Psychic,resize_Gardevoir-10.jpg
Water,resize_Crawdaunt-34.png
Fire,resize_Talonflame-28.jpg
Bug,resize_Venonat-31.gif
Water,resize_Vaporeon-28.jpg
Water,resize_Mudkip-2.jpg
Normal,resize_Porygon-Z-0.jpg
Ice,resize_Beartic-24.png
Grass,resize_Torterra-14.png
Normal,resize_Chatot-29.gif
Psychic,resize_HoopaHoopa Confined-23.png
Normal,resize_Bidoof-9.jpg
Electric,resize_Manectric-14.png
Bug,resize_HeracrossMega Heracross-15.png
Normal,resize_Rattata-6.png
Fire,resize_Fletchinder-2.png
Bug,resize_Spewpa-20.png
Water,resize_Shellos-25.png
Fire,resize_CameruptMega Camerupt-7.gif
Dark,resize_Zorua-16.jpg
Fairy,resize_Florges-17.png
Electric,resize_Emolga-21.png
Rock,resize_Larvitar-18.png
Fire,resize_Pansear-13.png
Electric,resize_Luxray-16.png
Ice,resize_Piloswine-31.jpg
Grass,resize_Bayleef-25.gif
Bug,resize_Joltik-3.png
Dragon,resize_Bagon-13.png
Normal,resize_Unfezant-30.jpg
Dragon,resize_Garchomp-22.jpg
Fire,resize_Simisear-21.png
Ground,resize_Krookodile-33.jpg
Grass,resize_Quilladin-20.gif
Normal,resize_Cinccino-30.jpg
Poison,resize_Muk-1.jpg
Psychic,resize_Gothorita-14.jpg
Grass,resize_Gogoat-8.png
Fairy,resize_Clefairy-8.jpg
Electric,resize_Helioptile-12.png
Normal,resize_Cinccino-24.jpg
Grass,resize_Sceptile-28.png
Water,resize_Croconaw-17.png
Dragon,resize_Haxorus-0.jpg
Normal,resize_Bidoof-34.jpg
Normal,resize_Pidove-16.png
Steel,resize_MawileMega Mawile-32.jpg
Bug,resize_Yanmega-34.jpg
Grass,resize_Torterra-28.png
Psychic,resize_Abra-6.png
Water,resize_Floatzel-17.jpg
Grass,resize_Chespin-23.png
Water,resize_Shellos-31.png
Bug,resize_Spewpa-34.png
Grass,resize_Exeggcute-6.png
Fairy,resize_Aromatisse-28.jpg
Normal,resize_Vigoroth-1.jpg
Normal,resize_Bibarel-10.jpg
Normal,resize_Watchog-11.png
Dark,resize_Zweilous-7.png
Fire,resize_Infernape-4.jpg
Fairy,resize_Spritzee-34.jpg
Fairy,resize_Granbull-9.jpg
Flying,resize_TornadusTherian Forme-0.jpg
Normal,resize_Lickitung-31.png
Dragon,resize_Dragonair-11.jpg
Dark,resize_Mightyena-12.png
Ground,resize_Dugtrio-16.png
Water,resize_Panpour-21.jpg
Grass,resize_Skiploom-19.jpg
Steel,resize_Mawile-29.png
Water,resize_Clawitzer-5.png
Psychic,resize_Cresselia-30.jpg
Bug,resize_Shedinja-4.png
Rock,resize_Terrakion-29.png
Poison,resize_Nidoking-30.png
Dark,resize_Poochyena-9.jpg
Poison,resize_Seviper-20.jpg
Ice,resize_Regice-21.png
Bug,resize_Dwebble-29.png
Normal,resize_Arceus-0.png
Fire,resize_Torkoal-5.png
Bug,resize_Ariados-1.png
Ice,resize_Vanillite-16.png
Normal,resize_Minccino-2.png
Fire,resize_Fennekin-34.png
Normal,resize_Fletchling-9.png
Bug,resize_Leavanny-9.png
Grass,resize_Lilligant-8.jpg
Fire,resize_Ho-oh-30.jpg
Poison,resize_Skorupi-31.png
Electric,resize_Zapdos-23.png
Ground,resize_Baltoy-10.png
Bug,resize_PinsirMega Pinsir-17.png
Psychic,resize_DeoxysSpeed Forme-1.png
Fire,resize_Fennekin-20.png
Fire,resize_Magmortar-10.png
Fire,resize_Camerupt-10.png
Fire,resize_Simisear-7.png
Water,resize_Frogadier-10.png
Electric,resize_ThundurusTherian Forme-0.jpg
Bug,resize_Dustox-19.jpg
Normal,resize_Persian-18.jpg
Electric,resize_Blitzle-6.png
Ghost,resize_Yamask-17.gif
Ghost,resize_BanetteMega Banette-1.jpg
Psychic,resize_Cresselia-24.jpg
Grass,resize_Tangrowth-32.png
Water,resize_Phione-24.gif
Grass,resize_Ivysaur-23.png
Electric,resize_Magneton-17.png
Electric,resize_Tynamo-15.png
Water,resize_Clauncher-3.png
Ground,resize_Excadrill-1.png
Rock,resize_Amaura-34.png
Electric,resize_RotomMow Rotom-15.png
Normal,resize_Persian-30.jpg
Poison,resize_Toxicroak-2.jpg
Bug,resize_Vespiquen-32.png
Water,resize_SwampertMega Swampert-21.jpg
Grass,resize_Victreebel-34.png
Ice,resize_Vanillite-3.png
Rock,resize_Terrakion-15.png
Electric,resize_Electabuzz-30.jpg
Psychic,resize_Chingling-7.png
Fire,resize_Litleo-21.png
Grass,resize_Bellsprout-28.png
Water,resize_Carracosta-22.png
Psychic,resize_Reuniclus-17.jpg
Dragon,resize_GarchompMega Garchomp-10.png
Bug,resize_Escavalier-34.png
Water,resize_Wailord-1.png
Water,resize_KeldeoOrdinary Forme-7.png
Ghost,resize_Drifloon-3.png
Fire,resize_Ponyta-9.jpg
Grass,resize_Ivysaur-0.jpg
Steel,resize_Bronzong-10.png
Ghost,resize_PumpkabooAverage Size-0.png
Ground,resize_Gliscor-8.png
Bug,resize_Scolipede-10.gif
Water,resize_Tentacruel-3.png
Bug,resize_Dwebble-15.png
Normal,resize_Herdier-20.png
Bug,resize_Mothim-0.png
Water,resize_Swanna-10.png
Psychic,resize_AlakazamMega Alakazam-15.png
Steel,resize_MawileMega Mawile-9.png
Ghost,resize_GiratinaAltered Forme-2.png
Normal,resize_Herdier-34.png
Grass,resize_Ferrothorn-30.jpg
Fairy,resize_Swirlix-16.jpg
Dragon,resize_Salamence-12.png
Rock,resize_Armaldo-4.png
Ice,resize_Froslass-31.png
Poison,resize_Skorupi-19.png
Electric,resize_Electabuzz-24.jpg
Normal,resize_Fearow-7.png
Grass,resize_SceptileMega Sceptile-0.png
Fire,resize_Chimchar-1.jpg
Ice,resize_Regice-5.jpg
Water,resize_Totodile-7.jpg
Electric,resize_Tynamo-29.png
Ice,resize_Cubchoo-26.png
Electric,resize_RotomMow Rotom-29.png
Dragon,resize_Fraxure-8.png
Bug,resize_Dustox-25.jpg
Normal,resize_Persian-24.jpg
Grass,resize_Victreebel-20.png
Poison,resize_Nidoking-18.png
Psychic,resize_Cresselia-18.jpg
Normal,resize_Arceus-23.jpg
Fire,resize_Torkoal-16.png
Poison,resize_Skorupi-25.jpg
Fire,resize_Tepig-1.png
Rock,resize_Geodude-13.gif
Psychic,resize_Abra-15.png
Fire,resize_Pignite-3.png
Psychic,resize_AlakazamMega Alakazam-29.jpg
Ice,resize_Avalugg-1.png
Fire,resize_DarmanitanStandard Mode-3.jpg
Water,resize_Palkia-11.png
Poison,resize_Seviper-34.png
Water,resize_Dewott-5.jpg
Water,resize_Corsola-34.jpg
Ghost,resize_Banette-6.jpg
Poison,resize_Swalot-13.png
Ghost,resize_PumpkabooAverage Size-22.gif
Poison,resize_Nidoking-24.jpg
Psychic,resize_Munna-4.png
Water,resize_Relicanth-16.png
Water,resize_Ludicolo-8.png
Normal,resize_Lickitung-25.jpg
Rock,resize_Archeops-1.png
Ground,resize_Phanpy-7.png
Electric,resize_Electabuzz-18.png
Grass,resize_Bellsprout-14.jpg
Water,resize_Marill-7.png
Bug,resize_Kakuna-6.png
Rock,resize_Amaura-20.jpg
Grass,resize_Tangrowth-26.jpg
Grass,resize_Turtwig-32.png
Water,resize_Simipour-13.png
Water,resize_Corsola-20.jpg
Water,resize_Starmie-2.png
Electric,resize_RotomFrost Rotom-31.png
Water,resize_Remoraid-0.png
Ground,resize_GroudonPrimal Groudon-10.png
Water,resize_Octillery-17.jpg
Ice,resize_Spheal-21.jpg
Dragon,resize_Dragonite-17.jpg
Grass,resize_Ferrothorn-18.png
Normal,resize_Whismur-22.png
Dark,resize_Purrloin-10.png
Normal,resize_Linoone-26.jpg
Bug,resize_Ledian-16.png
Dark,resize_AbsolMega Absol-12.png
Water,resize_Finneon-11.png
Ice,resize_Froslass-19.jpg
Fighting,resize_Timburr-6.jpg
Ground,resize_Groudon-32.jpg
Dragon,resize_Goodra-26.png
Dragon,resize_Goodra-5.jpg
Water,resize_Politoed-26.jpg
Normal,resize_Dunsparce-22.jpg
Fire,resize_Ho-oh-18.png
Bug,resize_Silcoon-17.jpg
Psychic,resize_Mime Jr.-13.png
Ground,resize_Golett-16.jpg
Ghost,resize_Trevenant-5.png
Normal,resize_Eevee-3.jpg
Normal,resize_Lickitung-19.jpg
Grass,resize_Torterra-9.png
Normal,resize_Starly-11.png
Water,resize_BlastoiseMega Blastoise-23.png
Normal,resize_Persian-4.jpg
Psychic,resize_MeowsticFemale-10.png
Normal,resize_Lopunny-0.png
Dragon,resize_Latios-17.png
Electric,resize_RotomFrost Rotom-19.png
Normal,resize_Sentret-15.jpg
Electric,resize_Luxray-6.png
Normal,resize_Pidgey-4.jpg
Normal,resize_Deerling-32.png
Bug,resize_Vespiquen-26.jpg
Grass,resize_Skiploom-31.png
Steel,resize_Mawile-15.jpg
Water,resize_Tirtouga-11.jpg
Ice,resize_Spheal-3.png
Bug,resize_Dustox-31.png
Normal,resize_Deerling-26.png
Electric,resize_ThundurusIncarnate Forme-22.jpg
Grass,resize_Skiploom-25.png
Water,resize_SharpedoMega Sharpedo-19.gif
Ice,resize_Cubchoo-32.jpg
Bug,resize_Surskit-21.png
Bug,resize_Weedle-9.png
Rock,resize_Regirock-6.jpg
Normal,resize_Glameow-9.png
Rock,resize_TyranitarMega Tyranitar-17.jpg
Poison,resize_Gulpin-5.png
Water,resize_Pelipper-11.png
Ice,resize_Froslass-25.jpg
Bug,resize_Combee-6.png
Dragon,resize_Goodra-32.png
Ground,resize_Groudon-26.jpg
Grass,resize_Ferrothorn-24.png
Water,resize_Staryu-11.jpg
Normal,resize_Staravia-8.png
Electric,resize_RotomFan Rotom-28.png
Normal,resize_Dunsparce-1.png
Normal,resize_Unfezant-18.png
Rock,resize_Cranidos-10.png
Electric,resize_Electivire-25.png
Rock,resize_Carbink-23.jpg
Fairy,resize_Snubbull-9.png
Fairy,resize_Aromatisse-2.png
Normal,resize_Pidgey-18.gif
Psychic,resize_Munna-28.jpg
Normal,resize_Happiny-24.png
Electric,resize_Ampharos-6.png
Grass,resize_Roserade-20.jpg
Grass,resize_Sceptile-14.jpg
Normal,resize_Cinccino-18.png
Fire,resize_Flareon-27.png
Normal,resize_Spearow-21.gif
Rock,resize_Rampardos-13.png
Dark,resize_Zweilous-22.png
Normal,resize_Kecleon-30.jpg
Grass,resize_Sunkern-32.jpg
Steel,resize_Lairon-25.jpg
Ghost,resize_Phantump-0.jpg
Normal,resize_Zangoose-14.png
Fire,resize_Volcanion-11.png
Normal,resize_Vigoroth-19.jpg
Dark,resize_Poochyena-10.jpg
Dark,resize_Umbreon-30.jpg
Bug,resize_Kricketune-29.png
Dark,resize_Deino-1.jpg
Steel,resize_AggronMega Aggron-6.jpg
Normal,resize_Staraptor-2.png
Fighting,resize_Primeape-0.png
Dark,resize_Umbreon-24.jpg
Flying,resize_TornadusIncarnate Forme-2.png
Dark,resize_Scraggy-23.png
Dark,resize_Zoroark-5.png
Water,resize_Tentacruel-31.png
Electric,resize_Manectric-28.jpg
Grass,resize_Roserade-34.jpg
Psychic,resize_Gothorita-28.png
Dark,resize_Hydreigon-23.png
Fire,resize_Flareon-33.png
Ground,resize_LandorusTherian Forme-18.svg
Dark,resize_Scrafty-0.png
Bug,resize_Wurmple-22.png
Steel,resize_Lairon-31.jpg
Electric,resize_Electrike-12.png
Dragon,resize_Rayquaza-2.png
Bug,resize_Shelmet-2.png
Normal,resize_Sentret-7.png
Normal,resize_Ambipom-27.png
Bug,resize_BeedrillMega Beedrill-16.jpg
Rock,resize_Larvitar-24.jpg
Grass,resize_Amoonguss-0.png
Poison,resize_Skuntank-11.png
Normal,resize_Audino-5.png
Fire,resize_Typhlosion-21.jpg
Psychic,resize_Espurr-13.png
Grass,resize_Virizion-14.png
Normal,resize_Blissey-11.jpg
Fire,resize_CharizardMega Charizard Y-29.jpg
Ground,resize_Krookodile-27.png
Fire,resize_Rapidash-2.png
Electric,resize_Electivire-19.png
Psychic,resize_Elgyem-23.jpg
Bug,resize_Yanmega-4.png
Fire,resize_Moltres-1.png
Normal,resize_Snorlax-6.jpg
Normal,resize_Unfezant-24.png
Psychic,resize_Munna-14.jpg
Dark,resize_Inkay-12.png
Normal,resize_Happiny-18.png
Psychic,resize_Solosis-22.png
Grass,resize_Gloom-28.jpg
Rock,resize_Golem-10.jpg
Ice,resize_Piloswine-25.png
Steel,resize_Doublade-27.png
Ground,resize_Dugtrio-8.png
Fairy,resize_Floette-13.png
Psychic,resize_Swoobat-23.png
Water,resize_Whiscash-26.gif
Bug,resize_Nincada-2.png
Ice,resize_Beartic-18.jpg
Water,resize_Tentacruel-19.png
Fairy,resize_Xerneas-16.png
Water,resize_Vaporeon-14.png
Fire,resize_Delphox-21.jpg
Normal,resize_Vigoroth-25.jpg
Fire,resize_Talonflame-14.png
Fairy,resize_Spritzee-20.png
Water,resize_Shellos-0.png
Grass,resize_Snover-18.gif
Flying,resize_TornadusIncarnate Forme-13.jpg
Bug,resize_Karrablast-23.png
Normal,resize_Slakoth-17.jpg
Normal,resize_Vigoroth-31.jpg
Bug,resize_Kricketune-15.png
Ghost,resize_Lampent-1.png
Steel,resize_Doublade-33.png
Fire,resize_Combusken-28.jpg
Fairy,resize_Slurpuff-6.png
Ground,resize_LandorusIncarnate Forme-17.jpg
Steel,resize_MawileMega Mawile-26.png
Bug,resize_Yanmega-20.png
Dark,resize_Umbreon-18.jpg
Water,resize_SlowbroMega Slowbro-16.png
Dark,resize_Sneasel-17.png
Electric,resize_Jolteon-30.jpg
Normal,resize_Bidoof-20.png
Normal,resize_Spinda-4.jpg
Rock,resize_DiancieMega Diancie-8.png
Water,resize_Squirtle-26.png
Electric,resize_RotomWash Rotom-31.jpg
Water,resize_KeldeoResolute Forme-2.jpg
Water,resize_Ducklett-7.png
Water,resize_Lapras-22.png
Water,resize_Slowpoke-5.jpg
Grass,resize_Snivy-4.jpg
Fire,resize_Fletchinder-3.jpg
Dark,resize_Umbreon-19.jpg
Fire,resize_Heatmor-0.png
Bug,resize_Yanmega-21.png
Fairy,resize_Slurpuff-7.png
Steel,resize_MawileMega Mawile-27.png
Fairy,resize_Florges-16.jpg
Fire,resize_Combusken-29.jpg
Water,resize_Shellos-24.jpg
Normal,resize_Slakoth-16.jpg
Water,resize_Shellos-1.png
Electric,resize_Manectric-15.jpg
Grass,resize_Jumpluff-20.jpg
Water,resize_Kingdra-5.png
Rock,resize_Graveler-9.png
Grass,resize_Snivy-5.jpg
Normal,resize_Kecleon-19.jpg
Water,resize_Lapras-23.png
Fire,resize_Typhlosion-34.jpg
Water,resize_Ducklett-6.png
Grass,resize_Gogoat-9.jpg
Normal,resize_Cinccino-31.png
Ice,resize_Piloswine-30.png
Grass,resize_Ferrothorn-9.jpg
Electric,resize_Emolga-20.jpg
Rock,resize_DiancieMega Diancie-9.png
Dragon,resize_Garchomp-23.png
Psychic,resize_Drowzee-0.png
Dragon,resize_Bagon-12.jpg
Water,resize_Squirtle-33.png
Rock,resize_Golem-11.jpg
Grass,resize_Gloom-29.jpg
Psychic,resize_Solosis-23.png
Normal,resize_Happiny-19.png
Psychic,resize_Munna-15.jpg
Dragon,resize_Haxorus-1.png
Normal,resize_Unfezant-25.png
Fire,resize_Rapidash-3.png
Fire,resize_Moltres-0.png
Bug,resize_Yanmega-5.png
Fire,resize_CharizardMega Charizard Y-28.jpg
Normal,resize_Blissey-10.jpg
Poison,resize_Skuntank-10.png
Grass,resize_Amoonguss-1.png
Grass,resize_Bulbasaur-8.png
Normal,resize_Bibarel-11.png
Normal,resize_Vigoroth-0.png
Flying,resize_TornadusTherian Forme-1.png
Fairy,resize_Granbull-8.png
Fire,resize_Infernape-5.png
Water,resize_Tentacruel-18.png
Ice,resize_Beartic-19.jpg
Water,resize_Floatzel-16.png
Psychic,resize_Abra-7.jpg
Water,resize_Whiscash-27.gif
Ground,resize_Dugtrio-9.png
Steel,resize_Doublade-26.png
Water,resize_Shellos-30.jpg
Water,resize_Tentacruel-30.png
Dark,resize_Zoroark-4.png
Dark,resize_Scraggy-22.png
Water,resize_Oshawott-6.jpg
Flying,resize_TornadusIncarnate Forme-3.png
Ghost,resize_Gengar-16.png
Normal,resize_Staraptor-3.png
Normal,resize_Delcatty-22.png
Bug,resize_BeedrillMega Beedrill-17.jpg
Bug,resize_Shelmet-3.png
Normal,resize_Sentret-6.png
Electric,resize_Electivire-30.png
Dragon,resize_Rayquaza-3.png
Electric,resize_Pikachu-6.jpg
Normal,resize_Diggersby-5.jpg
Dragon,resize_Shelgon-16.png
Bug,resize_Pineco-12.jpg
Dark,resize_Hydreigon-22.png
Fire,resize_CharizardMega Charizard Y-14.jpg
Steel,resize_Lairon-24.jpg
Grass,resize_Virizion-29.png
Water,resize_KeldeoResolute Forme-11.gif
Normal,resize_Kecleon-31.jpg
Ground,resize_Vibrava-3.png
Fighting,resize_Machoke-27.png
Rock,resize_Rampardos-12.png
Normal,resize_Cinccino-19.png
Grass,resize_Roserade-21.jpg
Grass,resize_Sceptile-15.jpg
Ice,resize_Piloswine-18.png
Psychic,resize_Gothita-2.png
Electric,resize_Flaaffy-20.jpg
Psychic,resize_Munna-29.jpg
Electric,resize_Electivire-24.png
Normal,resize_Unfezant-19.png
Dark,resize_Umbreon-31.jpg
Grass,resize_Torterra-15.jpg
Ice,resize_Beartic-25.jpg
Normal,resize_Bidoof-8.png
Fire,resize_Talonflame-29.png
Psychic,resize_Gardevoir-11.png
Dragon,resize_RayquazaMega Rayquaza-34.jpg
Fairy,resize_Aromatisse-15.png
Normal,resize_Wigglytuff-12.jpg
Fire,resize_Volcanion-10.png
Water,resize_Mudkip-3.png
Water,resize_Vaporeon-29.png
Water,resize_Lanturn-12.gif
Normal,resize_Glameow-8.png
Bug,resize_Weedle-8.png
Bug,resize_Surskit-20.png
Electric,resize_Electabuzz-31.png
Psychic,resize_Reuniclus-16.png
Normal,resize_LopunnyMega Lopunny-5.png
Water,resize_Carracosta-23.jpg
Grass,resize_Bellsprout-29.jpg
Poison,resize_Toxicroak-3.png
Bug,resize_Dustox-30.png
Normal,resize_Deerling-27.png
Ice,resize_Spheal-2.png
Rock,resize_Terrakion-14.jpg
Water,resize_Tirtouga-10.jpg
Water,resize_SwampertMega Swampert-20.png
Normal,resize_Dunsparce-0.png
Dark,resize_Honchkrow-5.png
Ghost,resize_PumpkabooAverage Size-1.jpg
Water,resize_Seaking-1.png
Water,resize_Staryu-10.jpg
Grass,resize_Ivysaur-1.png
Grass,resize_Ferrothorn-25.png
Bug,resize_Dwebble-14.jpg
Water,resize_KeldeoOrdinary Forme-6.jpg
Poison,resize_Gulpin-4.png
Water,resize_Politoed-33.jpg
Psychic,resize_Abra-28.png
Ghost,resize_Trevenant-4.png
Fairy,resize_Swirlix-17.png
Bug,resize_Silcoon-16.jpg
Fire,resize_Ho-oh-19.png
Poison,resize_Skorupi-18.jpg
Normal,resize_Dunsparce-23.jpg
Water,resize_Palkia-9.png
Steel,resize_Jirachi-5.png
Dragon,resize_Goodra-27.png
Psychic,resize_AlakazamMega Alakazam-14.jpg
Water,resize_Swanna-11.jpg
Normal,resize_Deerling-33.png
Psychic,resize_Cresselia-19.png
Grass,resize_Victreebel-21.jpg
Electric,resize_Luxray-7.png
Psychic,resize_Kadabra-6.gif
Electric,resize_RotomFrost Rotom-18.png
Water,resize_SwampertMega Swampert-34.png
Poison,resize_Nidorino-2.jpg
Fire,resize_Chimchar-0.png
Water,resize_BlastoiseMega Blastoise-22.png
Normal,resize_Persian-5.jpg
Normal,resize_Fearow-6.jpg
Dragon,resize_Fraxure-9.jpg
Grass,resize_Torterra-8.png
Fire,resize_Litleo-34.jpg
Water,resize_Totodile-6.png
Ice,resize_Spheal-20.jpg
Dragon,resize_Dragonite-16.jpg
Grass,resize_Skiploom-18.png
Water,resize_Panpour-20.png
Water,resize_Remoraid-1.png
Rock,resize_Terrakion-28.jpg
Psychic,resize_Cresselia-31.png
Electric,resize_RotomFrost Rotom-30.png
Water,resize_Kingler-18.gif
Grass,resize_Turtwig-33.png
Water,resize_Simipour-12.png
Rock,resize_Amaura-21.jpg
Bug,resize_Kakuna-7.png
Water,resize_Marill-6.png
Fire,resize_Ponyta-12.jpg
Fire,resize_Torkoal-4.jpg
Poison,resize_Skorupi-30.jpg
Grass,resize_Lilligant-9.png
Fire,resize_Ho-oh-31.png
Bug,resize_Ledian-17.png
Electric,resize_RotomFan Rotom-15.png
Dark,resize_Purrloin-11.png
Ice,resize_Regice-20.jpg
Fire,resize_Vulpix-32.gif
Normal,resize_Whismur-23.png
Grass,resize_Ferrothorn-19.png
Ice,resize_Regice-34.jpg
Electric,resize_ThundurusTherian Forme-1.png
Water,resize_Palkia-10.png
Rock,resize_Golem-26.jpeg
Ice,resize_Avalugg-0.png
Bug,resize_PinsirMega Pinsir-16.jpg
Fire,resize_Pignite-2.png
Electric,resize_Zapdos-22.jpg
Fire,resize_Tepig-0.png
Psychic,resize_Beheeyem-2.png
Fire,resize_Ho-oh-25.png
Fire,resize_Fennekin-21.jpg
Psychic,resize_DeoxysSpeed Forme-0.jpg
Electric,resize_Electabuzz-19.png
Grass,resize_Tangrowth-33.jpg
Ground,resize_Phanpy-6.png
Electric,resize_Magneton-16.jpg
Ice,resize_Spheal-34.jpg
Water,resize_Panpour-34.png
Bug,resize_Dustox-18.png
Poison,resize_Swalot-12.png
Psychic,resize_Cresselia-25.png
Ghost,resize_BanetteMega Banette-0.png
Normal,resize_Eevee-2.png
Rock,resize_Armaldo-5.png
Dragon,resize_Salamence-13.png
Ice,resize_Froslass-30.png
Ground,resize_Golett-17.png
Bug,resize_Escavalier-21.png
Ground,resize_Groudon-33.png
Fighting,resize_Timburr-7.png
Grass,resize_Ferrothorn-31.jpg
Ghost,resize_GiratinaAltered Forme-3.png
Steel,resize_MawileMega Mawile-8.png
Bug,resize_Mothim-1.png
Dragon,resize_Goodra-4.png
Normal,resize_Pidgey-5.png
Poison,resize_Nidoking-19.png
Normal,resize_Sentret-14.png
Dragon,resize_Latios-16.jpg
Grass,resize_Skiploom-30.jpg
Bug,resize_Vespiquen-27.png
Bug,resize_Dustox-24.jpg
Normal,resize_Persian-25.jpg
Ice,resize_Cubchoo-27.png
Fire,resize_Rapidash-14.gif
Electric,resize_Tynamo-28.png
Normal,resize_Lopunny-1.jpg
Ice,resize_Regice-4.jpg
Grass,resize_SceptileMega Sceptile-1.png
Water,resize_Horsea-7.png
Bug,resize_Surskit-34.jpg
Ice,resize_Cubchoo-33.png
Fire,resize_Litleo-20.png
Psychic,resize_Chingling-6.png
Ice,resize_Vanillite-2.png
Steel,resize_Mawile-14.png
Grass,resize_Skiploom-24.jpg
Electric,resize_ThundurusIncarnate Forme-23.png
Normal,resize_Persian-31.jpg
Normal,resize_Taillow-10.png
Normal,resize_Herdier-21.png
Ground,resize_Groudon-27.png
Dragon,resize_Goodra-33.jpg
Bug,resize_Combee-7.jpg
Water,resize_Tentacruel-2.png
Electric,resize_RotomFan Rotom-29.jpg
Ground,resize_Gliscor-9.png
Steel,resize_Bronzong-11.png
Fire,resize_Ponyta-8.jpg
Ghost,resize_Drifloon-2.png
Water,resize_Wartortle-11.gif
Rock,resize_TyranitarMega Tyranitar-16.png
Ice,resize_Froslass-24.png
Water,resize_Pelipper-10.jpg
Water,resize_Wailord-0.png
Dragon,resize_GarchompMega Garchomp-11.png
Fire,resize_DarmanitanStandard Mode-2.png
Psychic,resize_AlakazamMega Alakazam-28.png
Water,resize_Dewott-4.png
Water,resize_Frogadier-11.png
Fire,resize_Simisear-6.png
Normal,resize_Fearow-32.gif
Poison,resize_Skorupi-24.png
Fire,resize_Torkoal-17.jpg
Normal,resize_Arceus-22.png
Normal,resize_Linoone-33.png
Fire,resize_Magmortar-11.png
Psychic,resize_Abra-14.jpg
Water,resize_Blastoise-4.png
Ground,resize_Excadrill-0.png
Water,resize_Clauncher-2.png
Rock,resize_Archeops-0.jpg
Grass,resize_Ivysaur-22.png
Electric,resize_Tynamo-14.png
Grass,resize_Turtwig-27.jpg
Ghost,resize_Banette-7.png
Electric,resize_RotomFrost Rotom-24.jpg
Normal,resize_Sentret-28.png
Water,resize_Ludicolo-9.jpg
Water,resize_Relicanth-17.jpg
Psychic,resize_Munna-5.jpg
Normal,resize_Persian-19.jpg
Poison,resize_Nidoking-31.png
Bug,resize_Shedinja-5.png
